curve,t_years,hazard_pct,survival_prob
IG_flat,0.0,0.7564563287065295,1.0
IG_flat,0.08333333333333333,0.7564563287065295,0.9993698183739793
IG_flat,0.16666666666666666,0.7564563287065295,0.9987400338768404
IG_flat,0.25,0.7564563287065295,0.99811064625832
IG_flat,0.3333333333333333,0.8854540725442175,0.9973911770707244
IG_flat,0.4166666666666667,0.8854540725442175,0.9966554951262955
IG_flat,0.5,0.8854540725442175,0.9959203558254509
IG_flat,0.5833333333333334,0.8854540725442175,0.9951857587679334
IG_flat,0.6666666666666666,0.8854540725442175,0.994451703553781
IG_flat,0.75,0.8854540725442175,0.9937181897833265
IG_flat,0.8333333333333334,1.141963318555554,0.9928026336050708
IG_flat,0.9166666666666666,1.141963318555554,0.9918582961840088
IG_flat,1.0,1.141963318555554,0.9909148570010603
IG_flat,1.0833333333333333,1.141963318555554,0.9899723152018363
IG_flat,1.1666666666666667,1.141963318555554,0.9890306699327601
IG_flat,1.25,1.141963318555554,0.9880899203410672
IG_flat,1.3333333333333333,1.141963318555554,0.9871500655748041
IG_flat,1.4166666666666667,1.141963318555554,0.9862111047828277
IG_flat,1.5,1.141963318555554,0.9852730371148043
IG_flat,1.5833333333333333,1.141963318555554,0.9843358617212092
IG_flat,1.6666666666666667,1.141963318555554,0.983399577753326
IG_flat,1.75,1.141963318555554,0.9824641843632451
IG_flat,1.8333333333333333,1.4972273011330046,0.9812892808167469
IG_flat,1.9166666666666667,1.4972273011330046,0.980065700048577
IG_flat,2.0,1.4972273011330046,0.9788436449771871
IG_flat,2.0833333333333335,1.4972273011330046,0.977623113700169
IG_flat,2.1666666666666665,1.4972273011330046,0.9764041043174858
IG_flat,2.25,1.4972273011330046,0.9751866149314703
IG_flat,2.3333333333333335,1.4972273011330046,0.9739706436468214
IG_flat,2.4166666666666665,1.4972273011330046,0.9727561885706011
IG_flat,2.5,1.4972273011330046,0.971543247812232
IG_flat,2.5833333333333335,1.4972273011330046,0.9703318194834938
IG_flat,2.6666666666666665,1.4972273011330046,0.969121901698521
IG_flat,2.75,1.4972273011330046,0.9679134925737991
IG_flat,2.8333333333333335,1.8652801668578554,0.9664612986651033
IG_flat,2.9166666666666665,1.8652801668578554,0.9649601980458208
IG_flat,3.0,1.8652801668578554,0.9634614289250394
IG_flat,3.0833333333333335,1.8652801668578554,0.9619649876814926
IG_flat,3.1666666666666665,1.8652801668578554,0.9604708706995387
IG_flat,3.25,1.8652801668578554,0.9589790743691515
IG_flat,3.3333333333333335,1.8652801668578554,0.9574895950859119
IG_flat,3.4166666666666665,1.8652801668578554,0.9560024292509992
IG_flat,3.5,1.8652801668578554,0.9545175732711826
IG_flat,3.5833333333333335,1.8652801668578554,0.9530350235588119
IG_flat,3.6666666666666665,1.8652801668578554,0.9515547765318093
IG_flat,3.75,1.8652801668578554,0.9500768286136608
IG_flat,3.8333333333333335,2.24800125256454,0.9483508873386295
IG_flat,3.9166666666666665,2.24800125256454,0.94657597204378
IG_flat,4.0,2.24800125256454,0.9448043786462851
IG_flat,4.083333333333333,2.24800125256454,0.9430361009289455
IG_flat,4.166666666666667,2.24800125256454,0.9412711326861981
IG_flat,4.25,2.24800125256454,0.9395094677240937
IG_flat,4.333333333333333,2.24800125256454,0.9377510998602758
IG_flat,4.416666666666667,2.24800125256454,0.9359960229239586
IG_flat,4.5,2.24800125256454,0.9342442307559055
IG_flat,4.583333333333333,2.24800125256454,0.9324957172084072
IG_flat,4.666666666666667,2.24800125256454,0.9307504761452605
IG_flat,4.75,2.24800125256454,0.9290085014417468
IG_flat,4.833333333333333,2.5150823663815682,0.9270990442891439
IG_flat,4.916666666666667,2.5150823663815682,0.925157970434816
IG_flat,5.0,2.5150823663815682,0.9232209606206044
IG_flat,5.083333333333333,2.5150823663815682,0.9212880063375999
IG_flat,5.166666666666667,2.5150823663815682,0.9193590990947076
IG_flat,5.25,2.5150823663815682,0.9174342304186109
IG_flat,5.333333333333333,2.5150823663815682,0.9155133918537341
IG_flat,5.416666666666667,2.5150823663815682,0.9135965749622045
IG_flat,5.5,2.5150823663815682,0.9116837713238161
IG_flat,5.583333333333333,2.5150823663815682,0.9097749725359923
IG_flat,5.666666666666667,2.5150823663815682,0.9078701702137488
IG_flat,5.75,2.5150823663815682,0.9059693559896577
IG_flat,5.833333333333333,2.5150823663815682,0.9040725215138091
IG_flat,5.916666666666667,2.5150823663815682,0.9021796584537761
IG_flat,6.0,2.5150823663815682,0.9002907584945772
IG_flat,6.083333333333333,2.5150823663815682,0.8984058133386399
IG_flat,6.166666666666667,2.5150823663815682,0.8965248147057646
IG_flat,6.25,2.5150823663815682,0.8946477543330879
IG_flat,6.333333333333333,2.5150823663815682,0.8927746239750465
IG_flat,6.416666666666667,2.5150823663815682,0.8909054154033408
IG_flat,6.5,2.5150823663815682,0.8890401204068988
IG_flat,6.583333333333333,2.5150823663815682,0.8871787307918404
IG_flat,6.666666666666667,2.5150823663815682,0.8853212383814407
IG_flat,6.75,2.5150823663815682,0.8834676350160947
IG_flat,6.833333333333333,2.8180219927491605,0.881441098481911
IG_flat,6.916666666666667,2.8180219927491605,0.8793735933792177
IG_flat,7.0,2.8180219927491605,0.8773109378091332
IG_flat,7.083333333333333,2.8180219927491605,0.8752531203966109
IG_flat,7.166666666666667,2.8180219927491605,0.8732001297932854
IG_flat,7.25,2.8180219927491605,0.8711519546774107
IG_flat,7.333333333333333,2.8180219927491605,0.8691085837537963
IG_flat,7.416666666666667,2.8180219927491605,0.8670700057537459
IG_flat,7.5,2.8180219927491605,0.8650362094349953
IG_flat,7.583333333333333,2.8180219927491605,0.8630071835816495
IG_flat,7.666666666666667,2.8180219927491605,0.8609829170041221
IG_flat,7.75,2.8180219927491605,0.8589633985390727
IG_flat,7.833333333333333,2.8180219927491605,0.8569486170493454
IG_flat,7.916666666666667,2.8180219927491605,0.8549385614239079
IG_flat,8.0,2.8180219927491605,0.8529332205777896
IG_flat,8.083333333333334,2.8180219927491605,0.850932583452021
IG_flat,8.166666666666666,2.8180219927491605,0.8489366390135725
IG_flat,8.25,2.8180219927491605,0.8469453762552933
IG_flat,8.333333333333334,2.8180219927491605,0.844958784195851
IG_flat,8.416666666666666,2.8180219927491605,0.8429768518796712
